역코드,역명,승강기명,운행구간,설치위치,운행상태,승강기 구분
2729,건대입구(7),승강기)에스컬레이터 5,B2-F2,내부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 6,F2-B2,내부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 7,B2-B1,내부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 8,B2-B1,내부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 9,B1-B2,내부,보수중,ES
2730,뚝섬유원지,승강기)에스컬레이터 1,F2-F1,외부,사용가능,ES
2730,뚝섬유원지,승강기)에스컬레이터 2,F1-F2,외부,보수중,ES
2730,뚝섬유원지,승강기)에스컬레이터 3,F2-F1,외부,사용가능,ES
2730,뚝섬유원지,승강기)에스컬레이터 4,F1-F2,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 1,B1-B3,내부,보수중,ES
2731,청담,승강기)에스컬레이터 10,B1-F1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 11,F1-B1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 12,B1-F1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 13,F1-B1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 14,B1-F1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 15,F1-B1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 16,B1-F1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 2,B3-B1,내부,사용가능,ES
2731,청담,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 4,F1-B1,외부,보수중,ES
2731,청담,승강기)에스컬레이터 5,F1-B1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 6,B1-F1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 7,F1-B1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 8,B1-F1,외부,사용가능,ES
2731,청담,승강기)에스컬레이터 9,F1-B1,외부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 10,B2-B3,건물측관리,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 11,B3-B2,건물측관리,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 12,B1-F1,건물측관리,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 13,F1-B1,건물측관리,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 14,F1-B1,건물측관리,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 15,B1-F1,건물측관리,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 3,B2-B1,내부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 4,B1-B2,내부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 5,B1-BM1,내부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 6,BM1-B1,내부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 7,B1-BM1,내부,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 8,B2-B1,건물측관리,사용가능,ES
2732,강남구청(7),승강기)에스컬레이터 9,B1-B2,건물측관리,사용가능,ES
2733,학동,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2733,학동,승강기)에스컬레이터 10,B1-B2,내부,사용가능,ES
2733,학동,승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2733,학동,승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2733,학동,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2733,학동,승강기)에스컬레이터 5,B1-F1,외부,사용가능,ES
2733,학동,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2733,학동,승강기)에스컬레이터 7,B1-F1,외부,사용가능,ES
2733,학동,승강기)에스컬레이터 8,F1-B1,외부,보수중,ES
2733,학동,승강기)에스컬레이터 9,B2-B1,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 10,B1-BM1,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 11,BM1-B1,내부,보수중,ES
2734,논현,승강기)에스컬레이터 12,F1-BM1,외부,사용가능,ES
2734,논현,승강기)에스컬레이터 13,BM1-F1,외부,사용가능,ES
2734,논현,승강기)에스컬레이터 14,BM1-F1,외부,보수중,ES
2734,논현,승강기)에스컬레이터 15,F1-BM1,외부,사용가능,ES
2734,논현,승강기)에스컬레이터 16,F1-BM1,외부,사용가능,ES
2734,논현,승강기)에스컬레이터 17,BM1-F1,외부,사용가능,ES
2734,논현,승강기)에스컬레이터 18,BM1-F1,외부,사용가능,ES
2734,논현,승강기)에스컬레이터 19,F1-BM1,외부,사용가능,ES
2734,논현,승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 5,BM1-B1,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 6,B1-BM1,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 7,B1-BM1,내부,보수중,ES
2734,논현,승강기)에스컬레이터 8,BM1-B1,내부,사용가능,ES
2734,논현,승강기)에스컬레이터 9,B1-BM1,내부,사용가능,ES
2735,반포,승강기)에스컬레이터 1,B1-F1,1번 출구측,사용가능,ES
2735,반포,승강기)에스컬레이터 2,F1-B1,1번 출구측,사용가능,ES
2735,반포,승강기)에스컬레이터 3,B1-F1,6번 출구측,사용가능,ES
2735,반포,승강기)에스컬레이터 4,F1-B1,6번 출구측,사용가능,ES
2735,반포,승강기)에스컬레이터 5,B2-B1,내부,사용가능,ES
2735,반포,승강기)에스컬레이터 6,B1-B2,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 1,B3-B2,상행승강장,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 10,환승통로-B2,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 11,B2-환승통로,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 12,B2-B1,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 13,B1-B2,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 14,B1-B2,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 15,B2-B1,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 16,BM1-B1,내부,보수중,ES
2736,고속터미널(7),승강기)에스컬레이터 17,B1-BM1,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 18,BM1-BM2,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 19,BM2-BM1,내부,보수중,ES
2736,고속터미널(7),승강기)에스컬레이터 2,B2-B3,상행승강장,보수중,ES
2736,고속터미널(7),승강기)에스컬레이터 20,BM1-B1,내부,보수중,ES
2736,고속터미널(7),승강기)에스컬레이터 21,B1-BM1,내부,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 3,B3-B2,하행승강장,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 4,B2-B3,하행승강장,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 5,B3-B2,상행승강장,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 6,B3-B2,상행승강장,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 7,B3-B2,하행승강장,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 8,B3-B2,하행승강장,사용가능,ES
2736,고속터미널(7),승강기)에스컬레이터 9,환승통로-B2,내부,보수중,ES
2737,내방,승강기)에스컬레이터 1,B1-F1,2번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 10,B1-B2,내부,사용가능,ES
2737,내방,승강기)에스컬레이터 2,F1-B1,2번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 3,B1-F1,4번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 4,F1-B1,4번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 5,BM1-F1,6번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 6,F1-BM1,6번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 7,BM1-F1,7번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 8,F1-BM1,7번 출구측,사용가능,ES
2737,내방,승강기)에스컬레이터 9,B2-B1,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 1,B4-B3,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 10,B1-B3,내부,보수중,ES
2738,총신대입구(7),승강기)에스컬레이터 11,B3-B1,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 12,B1-B3,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 13,B3-B1,내부,보수중,ES
2738,총신대입구(7),승강기)에스컬레이터 14,F1-B1,6번 출구측,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 15,B1-F1,6번 출구측,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 16,F1-B1,7번 출구측,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 17,B1-F1,7번 출구측,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 18,F1-B1,3번 출구측,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 19,B1-F1,3번 출구측,보수중,ES
2738,총신대입구(7),승강기)에스컬레이터 2,B4-B3,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 20,F1-B1,12번 출구측,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 21,B1-F1,12번 출구측,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 22,F1-B1,10번 출구측,보수중,ES
2738,총신대입구(7),승강기)에스컬레이터 23,B1-F1,10번 출구측,보수중,ES
2738,총신대입구(7),승강기)에스컬레이터 3,B3-B4,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 4,B4-B3,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 5,B3-환B2,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 6,환B2-B3,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 7,B3-환B2,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 8,환B2-B3,내부,사용가능,ES
2738,총신대입구(7),승강기)에스컬레이터 9,B3-B1,내부,사용가능,ES
2739,남성,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2739,남성,승강기)에스컬레이터 10,F1-B1,외부,사용가능,ES
2739,남성,승강기)에스컬레이터 11,B1-BM,내부,사용가능,ES
2739,남성,승강기)에스컬레이터 12,BM-B1,내부,사용가능,ES
2739,남성,승강기)에스컬레이터 13,BM-F1,외부,사용가능,ES
2739,남성,승강기)에스컬레이터 14,F1-BM,외부,사용가능,ES
2739,남성,승강기)에스컬레이터 2,B2-F1,외부,사용가능,ES
2739,남성,승강기)에스컬레이터 3,F1-B2,외부,사용가능,ES
2739,남성,승강기)에스컬레이터 4,B1-F1,외부,사용가능,ES
2739,남성,승강기)에스컬레이터 5,F1-B1,외부,사용가능,ES
2739,남성,승강기)에스컬레이터 6,B1-B2,내부,사용가능,ES
2739,남성,승강기)에스컬레이터 7,B2-B1,내부,사용가능,ES
2739,남성,승강기)에스컬레이터 8,B1-B2,내부,사용가능,ES
2739,남성,승강기)에스컬레이터 9,B1-F1,외부,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 1,B5-B2,내부,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 10,F1-B1,4번 출입구,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 11,B1-F1,3번 출입구,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 12,F1-B1,3번 출입구,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 2,B5-B2,내부,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 3,B2-B5,내부,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 5,B2-B1,내부,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 6,B1-B2,내부,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 7,B1-F1,1번 출입구,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 8,F1-B1,1번 출입구,사용가능,ES
2740,숭실대입구,승강기)에스컬레이터 9,B1-F1,4번 출입구,사용가능,ES
2741,상도,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2741,상도,승강기)에스컬레이터 10,BM1-F1,4번 출구측,사용가능,ES
2741,상도,승강기)에스컬레이터 11,F1-BM1,4번 출구측,사용가능,ES
2741,상도,승강기)에스컬레이터 2,BM1-B1,내부,사용가능,ES
2741,상도,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2741,상도,승강기)에스컬레이터 4,B1-BM1,내부,사용가능,ES
2741,상도,승강기)에스컬레이터 5,BM1-B1,내부,사용가능,ES
2741,상도,승강기)에스컬레이터 6,F1-BM1,2번 출구측,사용가능,ES
2741,상도,승강기)에스컬레이터 7,BM1-F1,2번 출구측,사용가능,ES
2741,상도,승강기)에스컬레이터 8,BM1-F1,5번 출구측,사용가능,ES
2741,상도,승강기)에스컬레이터 9,F1-BM1,5번 출구측,사용가능,ES
2742,장승배기,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 10,F1-BM1,외부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 11,B3-B2,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 12,F3-F2,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 13,B3-B2,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 14,B2-B3,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 4,BM1-B1,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 5,B1-F1,외부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 7,B1-BM1,내부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 8,BM1-F1,외부,사용가능,ES
2742,장승배기,승강기)에스컬레이터 9,BM1-F1,외부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 10,B3-B2,내부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 11,B3-B2,내부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 12,B2-B3,내부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 4,BM1-B1,내부,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 5,BM1-F1,1번 출구측,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 6,F1-BM1,1번 출구측,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 7,F1-BM1,3번 출구측,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 8,BM1-F1,3번 출구측,사용가능,ES
2743,신대방삼거리,승강기)에스컬레이터 9,B2-B3,내부,사용가능,ES
2744,보라매,승강기)에스컬레이터 1,BM1-B1,내부,사용가능,ES
2744,보라매,승강기)에스컬레이터 2,B1-F1,8번 출구측,사용가능,ES
2744,보라매,승강기)에스컬레이터 3,F1-B1,8번 출구측,사용가능,ES
2744,보라매,승강기)에스컬레이터 4,BM1-B1,내부,사용가능,ES
2745,신풍,승강기)에스컬레이터 1,B1-F1,외부,사용가능,ES
2745,신풍,승강기)에스컬레이터 2,F1-B1,외부,사용가능,ES
2745,신풍,승강기)에스컬레이터 3,F1-B1,외부,사용가능,ES
2745,신풍,승강기)에스컬레이터 4,B1-F1,외부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 10,B1-환F1,내부,보수중,ES
2746,대림(7),승강기)에스컬레이터 11,B1-환F1,내부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 12,B2-F1,11번 출입구,보수중,ES
2746,대림(7),승강기)에스컬레이터 13,F1-B2,11번 출입구,사용가능,ES
2746,대림(7),승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 5,B1-F1,외부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 6,B1-F1,외부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 7,환F1-B1,내부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 8,환F1-B1,내부,사용가능,ES
2746,대림(7),승강기)에스컬레이터 9,환F1-B1,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 1,B2-B4,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 10,BM1-F1,2번 출구측,사용가능,ES
2747,남구로,승강기)에스컬레이터 11,BM1-F1,5번 출구측,사용가능,ES
2747,남구로,승강기)에스컬레이터 12,F1-BM1,5번 출구측,사용가능,ES
2747,남구로,승강기)에스컬레이터 2,B4-B2,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 3,B4-B2,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 4,B2-B4,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 5,B2-BM2,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 6,BM2-B2,내부,보수중,ES
2747,남구로,승강기)에스컬레이터 7,BM1-B2,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 8,B2-BM1,내부,사용가능,ES
2747,남구로,승강기)에스컬레이터 9,F1-BM1,2번 출구측,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 1,B3-B1,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 10,F1-B1,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 11,B1-F1,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 12,F1-B1,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 13,F1-B1,외부_건물측,공사중,ES
2748,가산디지털단지(7),승강기)에스컬레이터 14,B1-F1,외부_건물측,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 15,F1-B1,외부_건물측,공사중,ES
2748,가산디지털단지(7),승강기)에스컬레이터 16,B1-F1,외부_건물측,공사중,ES
2748,가산디지털단지(7),승강기)에스컬레이터 2,B3-B1,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 3,B1-B3,내부,보수중,ES
2748,가산디지털단지(7),승강기)에스컬레이터 4,B1-B3,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 5,B3-B1,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 6,B3-B1,내부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 7,F1-B1,외부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 8,B1-F1,외부,사용가능,ES
2748,가산디지털단지(7),승강기)에스컬레이터 9,B1-F1,내부,사용가능,ES
2749,철산,승강기)에스컬레이터 1,F1-B1,2번 출구측,사용가능,ES
2749,철산,승강기)에스컬레이터 2,B1-F1,2번 출구측,사용가능,ES
2749,철산,승강기)에스컬레이터 3,B1-F1,1번 출구측,사용가능,ES
2749,철산,승강기)에스컬레이터 4,F1-B1,1번 출구측,보수중,ES
2749,철산,승강기)에스컬레이터 5,B1-F1,4번 출구측,사용가능,ES
2749,철산,승강기)에스컬레이터 6,F1-B1,4번 출구측,사용가능,ES
2750,광명사거리,승강기)에스컬레이터 1,B1-F1,9번 출구측,사용가능,ES
2750,광명사거리,승강기)에스컬레이터 2,F1-B1,9번 출구측,사용가능,ES
2751,천왕,승강기)에스컬레이터 1,B1-F1,3번 출구측,사용가능,ES
2751,천왕,승강기)에스컬레이터 2,F1-B1,3번 출구측,사용가능,ES
2751,천왕,승강기)에스컬레이터 3,B1-F1,1번 출구측,사용가능,ES
2751,천왕,승강기)에스컬레이터 4,F1-B1,1번 출구측,사용가능,ES
2751,천왕,승강기)에스컬레이터 5,B1-F1,2번 출구측,사용가능,ES
2751,천왕,승강기)에스컬레이터 6,F1-B1,2번 출구측,사용가능,ES
2752,온수(7),승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 10,F1-B1,2번 출구측,사용가능,ES
2752,온수(7),승강기)에스컬레이터 11,F1-B1,5번 출구측,사용가능,ES
2752,온수(7),승강기)에스컬레이터 12,B1-F1,5번 출구측,사용가능,ES
2752,온수(7),승강기)에스컬레이터 13,F1-B1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 14,B1-F1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 15,F1-B1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 16,B1-F1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 3,B2-B1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 4,B1-B2,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 5,BM1-B1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 6,B1-BM1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 7,B1-F1,내부,사용가능,ES
2752,온수(7),승강기)에스컬레이터 8,F1-B1,내부,보수중,ES
2752,온수(7),승강기)에스컬레이터 9,B1-F1,2번 출구측,사용가능,ES
2753,까치울,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2753,까치울,승강기)에스컬레이터 5,F1-B1,외부,사용가능,ES
2753,까치울,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2753,까치울,승강기)에스컬레이터 7,F1-B1,외부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 10,F1-BM1,외부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 11,BM1-B1,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 12,BM1-B1,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 13,F1-BM1,외부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 15,BM1-B1,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 16,BM1-B1,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 4,B1-B2,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 5,F1-B1,외부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 7,BM1-B1,내부,사용가능,ES
2754,부천종합운동장,승강기)에스컬레이터 9,F1-BM1,외부,사용가능,ES
2755,춘의,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2755,춘의,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2755,춘의,승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2755,춘의,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2756,신중동,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2756,신중동,승강기)에스컬레이터 11,F1-BM1,외부,사용가능,ES
2756,신중동,승강기)에스컬레이터 7,F1-B1,외부,사용가능,ES
2756,신중동,승강기)에스컬레이터 9,BM1-B1,내부,사용가능,ES
2757,부천시청,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2757,부천시청,승강기)에스컬레이터 5,F1-B1,외부,사용가능,ES
2757,부천시청,승강기)에스컬레이터 8,F1-B1,외부,사용가능,ES
2758,상동,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2758,상동,승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2758,상동,승강기)에스컬레이터 4,B1-B2,내부,사용가능,ES
2758,상동,승강기)에스컬레이터 5,F1-B1,외부,사용가능,ES
2759,삼산체육관,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2759,삼산체육관,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2759,삼산체육관,승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2759,삼산체육관,승강기)에스컬레이터 5,F1-B1,외부,사용가능,ES
2759,삼산체육관,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2759,삼산체육관,승강기)에스컬레이터 8,F1-B1,외부,사용가능,ES
2759,삼산체육관,승강기)에스컬레이터 9,F1-B1,외부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 10,BM1-B1,내부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 11,F1-BM1,외부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 12,F1-BM1,외부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 13,F1-B1,외부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 4,B1-B2,내부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 7,F1-BM1,외부,사용가능,ES
2760,굴포천,승강기)에스컬레이터 9,BM1-B1,내부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 10,B1-B2,내부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 12,F1-B1,외부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 13,BM1-B1,내부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 15,F1-BM1,외부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 2,B2-B3,내부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 3,B2-B3,내부,사용가능,ES
2761,부평구청(7),승강기)에스컬레이터 6,B2-B3,내부,사용가능,ES
2811,암사,승강기)에스컬레이터 1,B1-1F,1번 출입구,사용가능,ES
2811,암사,승강기)에스컬레이터 2,1F-B1,1번 출입구,사용가능,ES
2811,암사,승강기)에스컬레이터 3,B1-1F,4번 출입구,사용가능,ES
2811,암사,승강기)에스컬레이터 4,1F-B1,4번 출입구,보수중,ES
2813,강동구청,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2813,강동구청,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2813,강동구청,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2813,강동구청,승강기)에스컬레이터 4,B1-BM1,내부,사용가능,ES
2813,강동구청,승강기)에스컬레이터 5,B1-BM1,내부,사용가능,ES
2814,몽촌토성,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2814,몽촌토성,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2814,몽촌토성,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2814,몽촌토성,승강기)에스컬레이터 4,BM1-B1,내부,사용가능,ES
2814,몽촌토성,승강기)에스컬레이터 5,BM1-B1,내부,사용가능,ES
2814,몽촌토성,승강기)에스컬레이터 6,B1-BM1,내부,사용가능,ES
2814,몽촌토성,승강기)에스컬레이터 7,BM1-1F,5번 출입구,사용가능,ES
