역코드,역명,승강기명,운행구간,설치위치,운행상태,승강기 구분
2752,온수(7),승강기)엘리베이터 3,F1-B1,외부,사용가능,EV
2754,부천종합운동장,승강기)엘리베이터 2,F1-B1,외부,사용가능,EV
2754,부천종합운동장,승강기)엘리베이터 4,F2-BM1,외부,사용가능,EV
2756,신중동,승강기)엘리베이터 3,F1-B1,외부,사용가능,EV
2758,상동,승강기)엘리베이터 3,F1-B1,외부,사용가능,EV
2758,상동,승강기)엘리베이터 4,F1-B1,외부,사용가능,EV
2761,부평구청(7),승강기)엘리베이터 7,F1-B1,외부,사용가능,EV
2761,부평구청(7),승강기)엘리베이터 9,F1-B4 (관리동),외부,사용가능,EV
2811,암사,승강기)엘리베이터 3,B1-F1,외부,사용가능,EV
2813,강동구청,승강기)엘리베이터 3,B2-1F,4번 출구측,사용가능,EV
2814,몽촌토성,승강기)엘리베이터 4,B1-1F,외부,사용가능,EV
2815,잠실(8),승강기)엘리베이터 3,B1-F1,9번 출입구,사용가능,EV
2815,잠실(8),승강기)엘리베이터 4,B2-F1,10번 출구측,사용가능,EV
2816,석촌(8),승강기)엘리베이터 3,B1-F1,외부,사용가능,EV
2817,송파,승강기)엘리베이터 3,B1-1F,1번 출구측,사용가능,EV
2817,송파,승강기)엘리베이터 4,B1-1F,연결통로,보수중,EV
2818,가락시장(8),승강기)엘리베이터 5,B2-F1,12번 출구측,사용가능,EV
2818,가락시장(8),승강기)엘리베이터 6,B1-F1,34번 출구측,사용가능,EV
2819,문정,승강기)엘리베이터 3,B1-F1,외부,사용가능,EV
2820,장지,승강기)엘리베이터 3,B1-F1,외부,사용가능,EV
2820,장지,승강기)엘리베이터 4,B1-F1,외부,사용가능,EV
2822,산성,승강기)엘리베이터 4,B1-F1,외부,사용가능,EV
2824,단대오거리,승강기)엘리베이터 3,B1-F1,외부,사용가능,EV
2826,수진,승강기)엘리베이터 3,B1-F1,3번 출구측,사용가능,EV
2827,모란(8),승강기)엘리베이터 3,B1-1F,11번 출입구,사용가능,EV
2828,남위례,승강기)엘리베이터 1,F1-F2,1번 출입구,사용가능,EV
2828,남위례,승강기)엘리베이터 2,F1-F4,5번 출입구,사용가능,EV
